Issue_URL,Label1,Label2,Label3,Label4,Label5,Label6,Label7,Final_Label
https://github.com/tensorflow/tensorflow/issues/61297,C.1,C.1,C.1,C.1,C.1,C.1,C.1,C.1
https://github.com/tensorflow/tensorflow/issues/60713,C.1,C.1,C.1,C.1,C.1,C.1,C.1,C.1
https://github.com/tensorflow/tensorflow/issues/61150,C.4,C.4,C.4,C.2,C.6,C.4,C.4,C.4
https://github.com/tensorflow/tensorflow/issues/62263,C.1,C.1,C.1,C.1,C.1,C.1,C.1,C.1
https://github.com/tensorflow/tensorflow/issues/61602,C.4,C.4,C.4,C.4,C.3,C.4,C.4,C.4
https://github.com/tensorflow/tensorflow/issues/62100,C.2,C.3,C.2,C.2,C.2,C.2,C.2,C.2
https://github.com/tensorflow/tensorflow/issues/61515,C.6,C.6,C.6,C.6,C.6,C.5,C.8,C.6
https://github.com/tensorflow/tensorflow/issues/60283,C.1,C.1,C.6,C.1,C.4,C.1,C.1,C.1
https://github.com/tensorflow/tensorflow/issues/60623,C.9,C.9,C.9,C.6,C.9,C.9,C.9,C.9
https://github.com/tensorflow/tensorflow/issues/59863,C.5,C.5,C.5,C.5,C.5,C.5,C.5,C.5
https://github.com/tensorflow/tensorflow/issues/59464,C.5,C.5,C.5,C.5,C.5,C.5,C.5,C.5
https://github.com/tensorflow/tensorflow/issues/61351,C.1,C.1,C.1,C.2,C.1,C.7,C.1,C.1
https://github.com/tensorflow/tensorflow/issues/62314,C.1,C.1,C.10,C.1,C.1,C.1,C.1,C.1
https://github.com/tensorflow/tensorflow/issues/62233,C.1,C.1,C.1,C.1,C.1,C.1,C.1,C.1
https://github.com/tensorflow/tensorflow/issues/62420,C.4,C.4,C.4,C.4,C.4,C.4,C.4,C.4
https://github.com/tensorflow/tensorflow/issues/61331,C.4,C.4,C.4,C.4,C.4,C.4,C.6,C.4
https://github.com/tensorflow/tensorflow/issues/62029,C.1,C.1,C.1,C.1,C.1,C.1,C.3,C.1
https://github.com/tensorflow/tensorflow/issues/59177,C.2,C.2,C.2,C.2,C.2,C.7,C.2,C.2
https://github.com/tensorflow/tensorflow/issues/60531,C.7,C.7,C.7,C.7,C.7,C.7,C.7,C.7
https://github.com/tensorflow/tensorflow/issues/60112,C.1,C.1,C.1,C.1,C.1,C.1,C.1,C.1
https://github.com/tensorflow/tensorflow/issues/59884,C.4,C.4,C.4,C.4,C.4,C.4,C.4,C.4
https://github.com/tensorflow/tensorflow/issues/62441,C.2,C.2,C.2,C.2,C.2,C.2,C.2,C.2
