Issue_URL,Label1,Label2,Label3,Label4,Label5,Label6,Label7,Final_Label
https://github.com/vllm-project/vllm/issues/16071,A.3,A.3,A.3,A.3,A.3,A.3,A.3,A.3
https://github.com/vllm-project/vllm/issues/16070,B.2,B.4,B.2,B.2,B.2,B.2,B.1,B.2
https://github.com/vllm-project/vllm/issues/16069,A.3,A.3,A.3,A.3,A.3,A.3,A.3,A.3
https://github.com/vllm-project/vllm/issues/16068,C.3,C.3,C.3,C.3,C.6,C.3,C.3,C.3
https://github.com/vllm-project/vllm/issues/16067,A.3,A.3,A.3,A.3,A.3,A.3,A.3,A.3
https://github.com/vllm-project/vllm/issues/16066,B.1,B.1,B.1,B.1,B.3,B.1,B.1,B.1
https://github.com/vllm-project/vllm/issues/16065,B.1,B.1,B.1,B.1,B.1,B.1,B.1,B.1
https://github.com/vllm-project/vllm/issues/16064,B.1,B.1,B.1,B.1,B.1,B.1,B.1,B.1
https://github.com/vllm-project/vllm/issues/16063,B.1,B.1,B.1,B.1,B.1,B.1,B.1,B.1
https://github.com/vllm-project/vllm/issues/16062,A.3,A.3,A.3,A.3,A.3,A.3,A.3,A.3
https://github.com/vllm-project/vllm/issues/16061,B.2,B.2,B.2,B.2,B.2,B.2,B.2,B.2
https://github.com/vllm-project/vllm/issues/16060,A.3,A.3,A.3,A.3,A.3,A.3,A.3,A.3
https://github.com/vllm-project/vllm/issues/16059,B.1,B.1,B.1,B.1,B.1,B.1,B.1,B.1
https://github.com/vllm-project/vllm/issues/16058,C.9,C.9,C.9,C.9,C.9,C.9,C.9,C.9
https://github.com/vllm-project/vllm/issues/16057,A.3,A.3,A.3,A.3,A.3,A.3,A.3,A.3
https://github.com/vllm-project/vllm/issues/16056,B.1,B.1,B.1,B.1,B.1,B.1,B.1,B.1
https://github.com/vllm-project/vllm/issues/16055,C.9,C.9,C.9,C.2,C.9,C.3,C.9,C.9
https://github.com/vllm-project/vllm/issues/16054,B.2,B.2,B.2,B.3,C.9,B.2,B.2,B.2
https://github.com/vllm-project/vllm/issues/16053,C.9,C.1,C.9,C.9,C.9,C.9,C.9,C.9
https://github.com/vllm-project/vllm/issues/16052,B.2,B.2,B.4,B.2,B.2,B.1,B.2,B.2
https://github.com/vllm-project/vllm/issues/16051,A.3,A.3,A.3,A.3,A.3,A.3,A.3,A.3
https://github.com/vllm-project/vllm/issues/16050,B.2,B.2,B.2,B.2,B.2,B.2,B.2,B.2
https://github.com/vllm-project/vllm/issues/16049,B.1,B.1,B.1,B.1,B.1,B.1,B.2,B.1
https://github.com/vllm-project/vllm/issues/16048,A.3,A.3,A.3,A.3,A.3,A.3,A.3,A.3
https://github.com/vllm-project/vllm/issues/16047,B.1,B.1,B.1,B.1,B.1,B.1,B.1,B.1
https://github.com/vllm-project/vllm/issues/16046,C.5,C.5,C.5,C.5,C.5,C.5,C.5,C.5
https://github.com/vllm-project/vllm/issues/16045,B.2,B.2,B.2,B.2,B.2,B.2,B.2,B.2
https://github.com/vllm-project/vllm/issues/16044,B.3,B.3,B.3,B.3,B.3,B.1,B.3,B.3
https://github.com/vllm-project/vllm/issues/16043,B.2,B.2,B.2,B.2,B.2,B.3,B.2,B.2
https://github.com/vllm-project/vllm/issues/16042,B.2,B.2,B.2,B.4,B.2,C.1,B.2,B.2
https://github.com/vllm-project/vllm/issues/16041,C.9,C.9,C.9,C.9,C.9,C.9,C.9,C.9
https://github.com/vllm-project/vllm/issues/16040,C.9,C.9,C.9,C.8,C.9,C.9,C.4,C.9
https://github.com/vllm-project/vllm/issues/16039,B.2,B.2,B.2,B.2,B.2,B.2,B.2,B.2
https://github.com/vllm-project/vllm/issues/16038,B.3,B.3,B.3,B.3,B.3,B.3,B.3,B.3
https://github.com/vllm-project/vllm/issues/16037,B.2,B.2,B.2,B.2,B.2,B.2,B.2,B.2
https://github.com/vllm-project/vllm/issues/16036,B.1,B.1,B.1,B.1,B.1,B.1,B.1,B.1
https://github.com/vllm-project/vllm/issues/16035,B.2,B.2,B.2,B.2,B.2,B.2,B.2,B.2
https://github.com/vllm-project/vllm/issues/16034,A.3,A.3,A.3,A.3,A.3,A.3,A.3,A.3
https://github.com/vllm-project/vllm/issues/16033,C.9,C.9,C.9,C.9,C.7,C.9,C.6,C.9
https://github.com/vllm-project/vllm/issues/16032,B.1,B.1,B.1,B.1,B.1,B.1,B.1,B.1
https://github.com/vllm-project/vllm/issues/16031,C.4,C.4,C.4,C.4,C.4,C.4,C.4,C.4
https://github.com/vllm-project/vllm/issues/16030,B.1,B.2,B.1,B.1,B.1,B.1,B.1,B.1
https://github.com/vllm-project/vllm/issues/16029,A.2,A.2,A.2,A.2,A.2,A.2,A.2,A.2
https://github.com/vllm-project/vllm/issues/16028,C.5,C.5,C.5,C.5,C.5,C.5,C.5,C.5
https://github.com/vllm-project/vllm/issues/16027,B.2,B.2,B.2,B.2,B.2,B.2,B.2,B.2
https://github.com/vllm-project/vllm/issues/16026,B.2,B.2,B.2,B.2,B.2,B.2,B.2,B.2
https://github.com/vllm-project/vllm/issues/16025,A.2,A.2,A.2,A.2,A.2,A.2,A.2,A.2
https://github.com/vllm-project/vllm/issues/16024,B.1,B.1,B.1,B.1,B.1,B.1,B.1,B.1
https://github.com/vllm-project/vllm/issues/16023,C.4,C.4,C.4,C.4,C.4,C.4,C.4,C.4
https://github.com/vllm-project/vllm/issues/16022,B.2,B.2,B.2,B.2,B.2,B.2,B.2,B.2
https://github.com/vllm-project/vllm/issues/16021,C.3,C.3,C.3,C.4,C.3,C.3,C.3,C.3
https://github.com/vllm-project/vllm/issues/16020,B.2,B.2,B.2,B.2,B.2,C.5,B.2,B.2
https://github.com/vllm-project/vllm/issues/16019,C.5,C.5,C.10,C.5,C.5,C.5,C.2,C.5
https://github.com/vllm-project/vllm/issues/16018,C.9,C.9,C.9,C.4,C.9,C.9,C.9,C.9
https://github.com/vllm-project/vllm/issues/16017,B.2,B.2,B.2,B.2,B.2,B.2,B.2,B.2
https://github.com/vllm-project/vllm/issues/16016,C.9,C.9,C.9,C.9,C.6,C.9,C.9,C.9
https://github.com/vllm-project/vllm/issues/16015,B.2,B.2,B.4,B.2,B.2,B.2,B.2,B.2
https://github.com/vllm-project/vllm/issues/16014,A.3,A.3,A.3,A.3,A.3,A.3,A.3,A.3
https://github.com/vllm-project/vllm/issues/16013,B.1,B.1,B.1,B.1,B.1,B.1,B.1,B.1
https://github.com/vllm-project/vllm/issues/16012,A.2,A.2,A.2,A.2,A.2,A.2,A.2,A.2
https://github.com/vllm-project/vllm/issues/16011,B.2,B.2,B.2,B.2,B.2,B.2,B.2,B.2
https://github.com/vllm-project/vllm/issues/16010,A.3,A.3,A.3,A.3,A.3,A.3,A.3,A.3
https://github.com/vllm-project/vllm/issues/16009,A.2,A.2,A.2,A.2,A.2,A.2,A.2,A.2
https://github.com/vllm-project/vllm/issues/16008,B.1,B.1,B.1,B.3,B.1,B.1,B.1,B.1
https://github.com/vllm-project/vllm/issues/16007,A.2,A.2,A.2,A.2,A.2,A.2,A.2,A.2
https://github.com/vllm-project/vllm/issues/16006,C.9,C.9,C.9,C.9,C.9,C.9,C.10,C.9
https://github.com/vllm-project/vllm/issues/16005,B.1,B.1,B.1,B.1,B.1,B.1,B.1,B.1
https://github.com/vllm-project/vllm/issues/16004,C.9,C.9,C.9,C.9,C.9,C.9,C.9,C.9
https://github.com/vllm-project/vllm/issues/16003,B.1,B.1,B.1,B.1,B.1,B.2,B.1,B.1
